coordinate,jdk8_version,jdk8_status,jdk17_version,jdk17_status,jdk21_version,jdk21_status,notes
io.github.easy4j:pf4j-extension,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:pf4j3-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:playwright-extension,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:rocketmq-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:schemacrawler-hive,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:schemacrawler-impala,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:schemacrawler-kylin,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:security-guard-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:security-jwt-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-biz-sdk,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-dingtalk-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-dingtalk-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-extension-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-extension-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-j2cache,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-jwt-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-jwt-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-oauth-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-oauth-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-pf4j,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-saml-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-saml-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-weixin-core,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:shiro-weixin-spring,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:soapui-template,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:soaputils,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:socketio-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:spring-bytebuddy,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:spring-data-redis-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:spring-extension,1.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:spring-javassist,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:spring-security-extension2,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:tencentcloud-sdk-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:validation-api-extension,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:wkhtmltopdf-invoker,,absent,2.0.x.20260630-SNAPSHOT,bytecode-pass,3.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.easy4j:xxljob-extension,,absent,2.0.x.20260630-SNAPSHOT,pom,3.0.x.20260630-SNAPSHOT,pom,
io.github.easy4j:zxing-extension,1.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,bytecode-pass,2.0.x.20260630-SNAPSHOT,bytecode-pass,
io.github.hiwepy:zxing-extension,,absent,,replacement,,replacement,
io.github.jopenlibs:vault-java-driver,,absent,6.2.2,bytecode-pass,6.2.2,bytecode-pass,
io.github.openfeign.form:feign-form,3.8.0,bytecode-pass,,replacement,,replacement,
io.github.openfeign.form:feign-form-spring,3.8.0,bytecode-pass,,replacement,,replacement,
io.github.openfeign:feign-core,11.10,bytecode-pass,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openfeign:feign-form,,replacement,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openfeign:feign-form-spring,,replacement,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openfeign:feign-hystrix,11.10,bytecode-pass,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openfeign:feign-okhttp,11.10,bytecode-pass,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openfeign:feign-slf4j,11.10,bytecode-pass,13.13,bytecode-pass,13.13,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-core,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-latex-support,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-mathml-support,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-objects,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-pdfbox,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-rtl-support,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-slf4j,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.openhtmltopdf:openhtmltopdf-svg-support,1.1.75,bytecode-pass,1.1.75,bytecode-pass,1.1.75,bytecode-pass,
io.github.rcarlosdasilva:weixin,0.6,bytecode-pass,0.6,bytecode-pass,0.6,bytecode-pass,
io.github.resilience4j:resilience4j-all,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-annotations,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-bulkhead,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-cache,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-circuitbreaker,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-circularbuffer,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-consumer,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-feign,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-framework-common,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-kotlin,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-metrics,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-micrometer,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-prometheus,1.7.1,bytecode-pass,1.7.1,bytecode-pass,1.7.1,bytecode-pass,
io.github.resilience4j:resilience4j-ratelimiter,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-ratpack,1.7.1,bytecode-pass,1.7.1,bytecode-pass,1.7.1,bytecode-pass,
io.github.resilience4j:resilience4j-reactor,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-retrofit,1.7.1,bytecode-pass,1.7.1,bytecode-pass,1.7.1,bytecode-pass,
io.github.resilience4j:resilience4j-retry,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-rxjava2,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-rxjava3,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-spring,1.7.1,bytecode-pass,2.4.0,unverified-artifact,2.4.0,unverified-artifact,
io.github.resilience4j:resilience4j-spring-boot2,,absent,2.4.0,unverified-artifact,2.4.0,unverified-artifact,
io.github.resilience4j:resilience4j-spring-boot3,,absent,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.resilience4j:resilience4j-spring-cloud2,,absent,2.4.0,unverified-artifact,2.4.0,unverified-artifact,
io.github.resilience4j:resilience4j-timelimiter,1.7.1,bytecode-pass,2.4.0,bytecode-pass,2.4.0,bytecode-pass,
io.github.swagger2markup:swagger2markup,1.3.3,bytecode-pass,1.3.4,bytecode-pass,1.3.4,bytecode-pass,
io.goeasy:goeasy-sdk,0.4.2,bytecode-pass,0.4.2,bytecode-pass,0.4.2,bytecode-pass,
io.grpc:grpc-api,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-context,1.81.0,bytecode-pass,1.56.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-core,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-netty-shaded,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-protobuf,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-protobuf-lite,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.grpc:grpc-stub,1.81.0,bytecode-pass,1.82.1,bytecode-pass,1.82.1,bytecode-pass,
io.javalin:javalin,4.6.8,bytecode-pass,7.1.0,bytecode-pass,7.2.2,bytecode-pass,
io.jsonwebtoken:jjwt-api,0.13.0,bytecode-pass,0.13.0,bytecode-pass,0.13.0,bytecode-pass,
io.jsonwebtoken:jjwt-impl,0.13.0,bytecode-pass,0.13.0,bytecode-pass,0.13.0,bytecode-pass,
io.jsonwebtoken:jjwt-jackson,0.13.0,bytecode-pass,0.13.0,bytecode-pass,0.13.0,bytecode-pass,
io.jsonwebtoken:jjwt-orgjson,0.13.0,bytecode-pass,0.13.0,bytecode-pass,0.13.0,bytecode-pass,
io.kurrent:kurrentdb-client,1.2.0,bytecode-pass,1.2.0,bytecode-pass,1.2.0,bytecode-pass,
io.lettuce:lettuce-core,6.2.5.RELEASE,bytecode-pass,7.1.0.RELEASE,bytecode-pass,7.1.0.RELEASE,bytecode-pass,
io.micrometer:micrometer-core,1.16.1,bytecode-pass,1.10.4,bytecode-pass,1.10.4,bytecode-pass,
io.micrometer:micrometer-registry-stackdriver,1.10.5,bytecode-pass,1.16.1,bytecode-pass,1.16.1,bytecode-pass,
io.milvus:milvus-sdk-java,,absent,3.0.4,bytecode-pass,3.0.4,bytecode-pass,
io.minio:minio,8.6.0,bytecode-pass,8.6.0,bytecode-pass,8.6.0,bytecode-pass,
io.netty:netty-all,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-buffer,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-dns,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-haproxy,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-http,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-http2,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-memcache,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-mqtt,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-redis,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-smtp,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-socks,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-stomp,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-codec-xml,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-common,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-dev-tools,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-handler,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-handler-proxy,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-handler-ssl-ocsp,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver-dns,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver-dns-classes-macos,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver-dns-native-macos,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver-dns-native-macos:jar:osx-aarch_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-resolver-dns-native-macos:jar:osx-x86_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static:jar:linux-aarch_64,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static:jar:linux-x86_64,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static:jar:osx-aarch_64,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static:jar:osx-x86_64,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-boringssl-static:jar:windows-x86_64,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative-classes,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,2.0.79.Final,bytecode-pass,
io.netty:netty-tcnative:jar:linux-aarch_64-fedora,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,
io.netty:netty-tcnative:jar:linux-x86_64,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,
io.netty:netty-tcnative:jar:linux-x86_64-fedora,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,
io.netty:netty-tcnative:jar:osx-x86_64,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,2.0.79.Final,unverified-artifact,
io.netty:netty-transport,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-classes-epoll,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-classes-kqueue,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-epoll,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-epoll:jar:linux-aarch_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-epoll:jar:linux-riscv64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-epoll:jar:linux-x86_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-kqueue,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-kqueue:jar:osx-aarch_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-kqueue:jar:osx-x86_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-unix-common,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-unix-common:jar:linux-aarch_64,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,
io.netty:netty-transport-native-unix-common:jar:linux-riscv64,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,
io.netty:netty-transport-native-unix-common:jar:linux-x86_64,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,
io.netty:netty-transport-native-unix-common:jar:osx-aarch_64,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-native-unix-common:jar:osx-x86_64,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,4.2.15.Final,unverified-artifact,
io.netty:netty-transport-rxtx,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-sctp,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.netty:netty-transport-udt,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,4.2.15.Final,bytecode-pass,
io.opentelemetry:opentelemetry-sdk,1.57.0,bytecode-pass,1.54.1,bytecode-pass,1.54.1,bytecode-pass,
io.opentelemetry:opentelemetry-sdk-common,1.57.0,bytecode-pass,1.54.1,bytecode-pass,1.54.1,bytecode-pass,
io.opentelemetry:opentelemetry-sdk-metrics,1.57.0,bytecode-pass,1.54.1,bytecode-pass,1.54.1,bytecode-pass,
io.opentelemetry:opentelemetry-sdk-testing,1.57.0,bytecode-pass,1.54.1,bytecode-pass,1.54.1,bytecode-pass,
io.opentelemetry:opentelemetry-sdk-trace,1.57.0,bytecode-pass,1.54.1,bytecode-pass,1.54.1,bytecode-pass,
io.prometheus:simpleclient,0.16.0,bytecode-pass,0.16.0,bytecode-pass,0.16.0,bytecode-pass,
io.protostuff:protostuff-core,1.8.0,bytecode-pass,1.8.0,bytecode-pass,1.8.0,bytecode-pass,
io.protostuff:protostuff-runtime,1.8.0,bytecode-pass,1.8.0,bytecode-pass,1.8.0,bytecode-pass,
io.r2dbc:r2dbc-h2,1.0.0.RELEASE,bytecode-pass,1.1.0.RELEASE,bytecode-pass,1.1.0.RELEASE,bytecode-pass,
io.r2dbc:r2dbc-mssql,1.0.5.RELEASE,bytecode-pass,1.0.5.RELEASE,bytecode-pass,1.0.5.RELEASE,bytecode-pass,
io.r2dbc:r2dbc-pool,1.0.2.RELEASE,bytecode-pass,1.0.2.RELEASE,bytecode-pass,1.0.2.RELEASE,bytecode-pass,
io.r2dbc:r2dbc-proxy,1.1.6.RELEASE,bytecode-pass,1.1.6.RELEASE,bytecode-pass,1.1.6.RELEASE,bytecode-pass,
io.r2dbc:r2dbc-spi,1.0.0.RELEASE,bytecode-pass,1.0.0.RELEASE,bytecode-pass,1.0.0.RELEASE,bytecode-pass,
io.reactivex.rxjava2:rxjava,2.2.21,bytecode-pass,2.2.21,bytecode-pass,2.2.21,bytecode-pass,
io.reactivex.rxjava3:rxjava,3.1.12,bytecode-pass,3.1.12,bytecode-pass,3.1.12,bytecode-pass,
io.reactivex:rxjava,1.3.8,bytecode-pass,1.3.8,bytecode-pass,1.3.8,bytecode-pass,
io.rest-assured:json-path,5.3.0,bytecode-pass,6.0.0,bytecode-pass,6.0.0,bytecode-pass,
io.rest-assured:rest-assured,5.3.0,bytecode-pass,6.0.0,bytecode-pass,6.0.0,bytecode-pass,
io.rest-assured:rest-assured-common,5.3.0,bytecode-pass,6.0.0,bytecode-pass,6.0.0,bytecode-pass,
io.rest-assured:xml-path,5.3.0,bytecode-pass,6.0.0,bytecode-pass,6.0.0,bytecode-pass,
io.seata:seata-metrics-exporter-prometheus,2.0.0,bytecode-pass,2.0.0,bytecode-pass,2.0.0,bytecode-pass,
io.smallrye:jandex,3.6.0,bytecode-pass,3.6.0,bytecode-pass,3.6.0,bytecode-pass,
io.socket:socket.io-client,2.1.2,bytecode-pass,2.1.2,bytecode-pass,2.1.2,bytecode-pass,
io.spring.gradle:dependency-management-plugin,,absent,1.1.7,bytecode-pass,1.1.7,bytecode-pass,
io.swagger.core.v3:swagger-annotations,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger.core.v3:swagger-annotations-jakarta,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger.core.v3:swagger-core,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger.core.v3:swagger-core-jakarta,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger.core.v3:swagger-models,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger.core.v3:swagger-models-jakarta,2.2.52,bytecode-pass,2.2.52,bytecode-pass,2.2.52,bytecode-pass,
io.swagger:swagger-annotations,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,
io.swagger:swagger-core,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,
io.swagger:swagger-hibernate-validations,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,
io.swagger:swagger-jaxrs,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,
io.swagger:swagger-jersey-jaxrs,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,
io.swagger:swagger-jersey2-jaxrs,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,
io.swagger:swagger-models,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,2.0.0-rc2,bytecode-pass,
io.swagger:swagger-servlet,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,2.0.0-rc2,unverified-artifact,
io.undertow:undertow-core,,absent,2.3.20.Final,bytecode-pass,2.3.20.Final,bytecode-pass,
io.undertow:undertow-servlet,,absent,2.3.20.Final,bytecode-pass,2.3.20.Final,bytecode-pass,
io.undertow:undertow-websockets-jsr,,absent,2.3.20.Final,bytecode-pass,2.3.20.Final,bytecode-pass,
jakarta.activation:jakarta.activation-api,1.2.1,bytecode-pass,2.1.4,bytecode-pass,2.1.4,bytecode-pass,
jakarta.annotation:jakarta.annotation-api,2.1.1,bytecode-pass,3.0.0,bytecode-pass,3.0.0,bytecode-pass,
jakarta.el:jakarta.el-api,,absent,6.0.1,bytecode-pass,6.0.1,bytecode-pass,
jakarta.inject:jakarta.inject-api,2.0.1,bytecode-pass,2.0.1,bytecode-pass,2.0.1,bytecode-pass,
jakarta.jms:jakarta.jms-api,,absent,3.1.0,bytecode-pass,3.1.0,bytecode-pass,
jakarta.json.bind:jakarta.json.bind-api,2.0.0,bytecode-pass,3.0.1,bytecode-pass,3.0.1,bytecode-pass,
jakarta.json:jakarta.json-api,2.0.1,bytecode-pass,2.1.3,bytecode-pass,2.1.3,bytecode-pass,
jakarta.jws:jakarta.jws-api,,absent,3.0.0,bytecode-pass,3.0.0,bytecode-pass,
jakarta.mail:jakarta.mail-api,,absent,2.1.5,bytecode-pass,2.1.5,bytecode-pass,
jakarta.management.j2ee:jakarta.management.j2ee-api,,absent,1.1.4,bytecode-pass,1.1.4,bytecode-pass,
